aircraft_id,bomb_id,display_name,nation_guess,mass_kg,mass_bucket,explosive_mass_kg,caliber_mm,drag_coef,length_m,diameter_m,velocity_limit,source_file,preset_names,match_source,is_matched,sandbox_allowed,notes
spitfire_fr_mk14e_belgium,uk_500lb_mc_mk1_mk4_long_tail_bomb,uk_500lb_mc_mk1_mk4_long_tail_bomb,Great Britain,231.7,100-249 kg,100.7,0.327,,1.793,,,uk_500lb_mc_mk1_mk4_long_tail_bomb.blkx,500lbs | default | spitfire_mk18e_500lbs_mc,weaponPresets_bombguns_structural,yes,yes,
spitfire_fr_mk14e_belgium,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,500lbs | default | spitfire_mk18e_500lbs_mc,weaponPresets_bombguns_structural,yes,yes,
spitfire_ix,uk_500lb_sap_mkii_ap,uk_500lb_sap_mkii_ap,Great Britain,222.3,100-249 kg,40.01,0.292,,1.575,,,uk_500lb_sap_mkii_ap.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_ix,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_ix,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_ix_early,uk_500lb_sap_mkii_ap,uk_500lb_sap_mkii_ap,Great Britain,222.3,100-249 kg,40.01,0.292,,1.575,,,uk_500lb_sap_mkii_ap.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_ix_early,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_ix_early,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_ix_plagis,uk_500lb_sap_mkii_ap,uk_500lb_sap_mkii_ap,Great Britain,222.3,100-249 kg,40.01,0.292,,1.575,,,uk_500lb_sap_mkii_ap.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_ix_plagis,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_ix_plagis,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_ix_tutorial,uk_500lb_sap_mkii_ap,uk_500lb_sap_mkii_ap,Great Britain,222.3,100-249 kg,40.01,0.292,,1.575,,,uk_500lb_sap_mkii_ap.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_ix_tutorial,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_ix_tutorial,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_ix_usa,uk_500lb_sap_mkii_ap,uk_500lb_sap_mkii_ap,Great Britain,222.3,100-249 kg,40.01,0.292,,1.575,,,uk_500lb_sap_mkii_ap.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_ix_usa,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_ix_usa,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_ix_ussr,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,SpitfireIX_default | spitfire_ix_ussr_bombs,weaponPresets_bombguns_structural,yes,yes,
spitfire_lf_mk9e_iaf,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,iaf_16x8cm_rockets | iaf_2x250lbs_16x8cm_rockets | iaf_2x250lbs_bombs | spitfireIX_default,weaponPresets_bombguns_structural,yes,yes,
spitfire_lf_mk9e_weisman,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,iaf_16x8cm_rockets | iaf_2x250lbs_16x8cm_rockets | iaf_2x250lbs_bombs | spitfireIX_default,weaponPresets_bombguns_structural,yes,yes,
spitfire_mk14c,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,500lbs | default,weaponPresets_bombguns_structural,yes,yes,
spitfire_mk14e,uk_500lb_mc_mk1_mk4_long_tail_bomb,uk_500lb_mc_mk1_mk4_long_tail_bomb,Great Britain,231.7,100-249 kg,100.7,0.327,,1.793,,,uk_500lb_mc_mk1_mk4_long_tail_bomb.blkx,500lbs | default | spitfire_mk18e_500lbs_mc,weaponPresets_bombguns_structural,yes,yes,
spitfire_mk14e,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,500lbs | default | spitfire_mk18e_500lbs_mc,weaponPresets_bombguns_structural,yes,yes,
spitfire_mk18e,uk_250lbs,uk_250lbs,Great Britain,104.3,100-249 kg,30.7,0.259,,1.422,,,uk_250lbs.blkx,2x250lbs | 3x250lbs | 500lbs | 500lbs_2x250lbs | default | rockets,weaponPresets_bombguns_structural,yes,yes,
spitfire_mk18e,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,2x250lbs | 3x250lbs | 500lbs | 500lbs_2x250lbs | default | rockets,weaponPresets_bombguns_structural,yes,yes,
spitfire_mk9b,uk_500lb_sap_mkii_ap,uk_500lb_sap_mkii_ap,Great Britain,222.3,100-249 kg,40.01,0.292,,1.575,,,uk_500lb_sap_mkii_ap.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_mk9b,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_mk9b,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_mk9c,uk_500lb_sap_mkii_ap,uk_500lb_sap_mkii_ap,Great Britain,222.3,100-249 kg,40.01,0.292,,1.575,,,uk_500lb_sap_mkii_ap.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_mk9c,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_mk9c,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,SpitfireIX_bombs | SpitfireIX_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_mk9c_4cannons,uk_500lb_sap_mkii_ap,uk_500lb_sap_mkii_ap,Great Britain,222.3,100-249 kg,40.01,0.292,,1.575,,,uk_500lb_sap_mkii_ap.blkx,SpitfireIXc_bombs | Spitfire_mk5c_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_mk9c_4cannons,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,SpitfireIXc_bombs | Spitfire_mk5c_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_mk9c_4cannons,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,SpitfireIXc_bombs | Spitfire_mk5c_default | spitfire_ix_bombs_m64 | spitfire_ix_bombs_sap,weaponPresets_bombguns_structural,yes,yes,
spitfire_mk9c_iaf,us_250lb_anm57,us_250lb_anm57,USA,117.9,100-249 kg,58.5,0.274,,1.214,,,us_250lb_anm57.blkx,SpitfireIX_bombs | SpitfireIX_default | iaf_16x8cm_rockets | iaf_2x250lbs_16x8cm_rockets,weaponPresets_bombguns_structural,yes,yes,
spitfire_xvi,uk_250lbs_43,uk_250lbs_43,Great Britain,104.3,100-249 kg,30.7,0.259,,1.422,,,uk_250lbs_43.blkx,spitfire_xvi_bombs | spitfire_xvi_default,weaponPresets_bombguns_structural,yes,yes,
stirling_mk1,uk_1000lbs_mc_mk1,uk_1000lbs_mc_mk1,Great Britain,474.4,250-499 kg,227.7,0.45,,1.844,,,uk_1000lbs_mc_mk1.blkx,stirling_mk1_27x250lbs | stirling_mk1_27x500lbs | stirling_mk1_9x1000lbs,weaponPresets_bombguns_structural,yes,yes,
stirling_mk1,uk_250lbs,uk_250lbs,Great Britain,104.3,100-249 kg,30.7,0.259,,1.422,,,uk_250lbs.blkx,stirling_mk1_27x250lbs | stirling_mk1_27x500lbs | stirling_mk1_9x1000lbs,weaponPresets_bombguns_structural,yes,yes,
stirling_mk1,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,stirling_mk1_27x250lbs | stirling_mk1_27x500lbs | stirling_mk1_9x1000lbs,weaponPresets_bombguns_structural,yes,yes,
stirling_mk3,uk_1000lbs_mc_mk1,uk_1000lbs_mc_mk1,Great Britain,474.4,250-499 kg,227.7,0.45,,1.844,,,uk_1000lbs_mc_mk1.blkx,stirling_mk3_27x250lbs | stirling_mk3_27x500lbs | stirling_mk3_9x1000lbs,weaponPresets_bombguns_structural,yes,yes,
stirling_mk3,uk_250lbs,uk_250lbs,Great Britain,104.3,100-249 kg,30.7,0.259,,1.422,,,uk_250lbs.blkx,stirling_mk3_27x250lbs | stirling_mk3_27x500lbs | stirling_mk3_9x1000lbs,weaponPresets_bombguns_structural,yes,yes,
stirling_mk3,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,stirling_mk3_27x250lbs | stirling_mk3_27x500lbs | stirling_mk3_9x1000lbs,weaponPresets_bombguns_structural,yes,yes,
su_11,su_fab_250m_46,su_fab_250m_46,USSR,252.2,250-499 kg,122.25,0.32,,1.766,,,su_fab_250m_46.blkx,su_11_2x_fab250 | su_11_default | su_11_fab250 | su_11_fab500,weaponPresets_bombguns_structural,yes,yes,
su_11,su_fab_500m_46,su_fab_500m_46,USSR,428.0,250-499 kg,325.0,0.45,,1.5,,,su_fab_500m_46.blkx,su_11_2x_fab250 | su_11_default | su_11_fab250 | su_11_fab500,weaponPresets_bombguns_structural,yes,yes,
su_9,su_fab_250m_46,su_fab_250m_46,USSR,252.2,250-499 kg,122.25,0.32,,1.766,,,su_fab_250m_46.blkx,su_9_2x_fab250 | su_9_default | su_9_fab250 | su_9_fab500,weaponPresets_bombguns_structural,yes,yes,
su_9,su_fab_500m_46,su_fab_500m_46,USSR,428.0,250-499 kg,325.0,0.45,,1.5,,,su_fab_500m_46.blkx,su_9_2x_fab250 | su_9_default | su_9_fab250 | su_9_fab500,weaponPresets_bombguns_structural,yes,yes,
sunderland_mk3a,uk_250lbs,uk_250lbs,Great Britain,104.3,100-249 kg,30.7,0.259,,1.422,,,uk_250lbs.blkx,sunderland_mk3a_250lbs | sunderland_mk3a_500lbs | sunderland_mk3a_500lbs_sap,weaponPresets_bombguns_structural,yes,yes,
sunderland_mk3a,uk_500lb_sap_mkii_ap,uk_500lb_sap_mkii_ap,Great Britain,222.3,100-249 kg,40.01,0.292,,1.575,,,uk_500lb_sap_mkii_ap.blkx,sunderland_mk3a_250lbs | sunderland_mk3a_500lbs | sunderland_mk3a_500lbs_sap,weaponPresets_bombguns_structural,yes,yes,
sunderland_mk3a,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,sunderland_mk3a_250lbs | sunderland_mk3a_500lbs | sunderland_mk3a_500lbs_sap,weaponPresets_bombguns_structural,yes,yes,
sunderland_mk5,uk_250lbs,uk_250lbs,Great Britain,104.3,100-249 kg,30.7,0.259,,1.422,,,uk_250lbs.blkx,sunderland_mk5_250lbs | sunderland_mk5_500lbs | sunderland_mk5_500lbs_sap,weaponPresets_bombguns_structural,yes,yes,
sunderland_mk5,uk_500lb_sap_mkii_ap,uk_500lb_sap_mkii_ap,Great Britain,222.3,100-249 kg,40.01,0.292,,1.575,,,uk_500lb_sap_mkii_ap.blkx,sunderland_mk5_250lbs | sunderland_mk5_500lbs | sunderland_mk5_500lbs_sap,weaponPresets_bombguns_structural,yes,yes,
sunderland_mk5,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,sunderland_mk5_250lbs | sunderland_mk5_500lbs | sunderland_mk5_500lbs_sap,weaponPresets_bombguns_structural,yes,yes,
swift_f1,uk_1000lbs_gp_mk1,uk_1000lbs_gp_mk1,Great Britain,495.7,250-499 kg,171.4,0.41,,2.197,,,uk_1000lbs_gp_mk1.blkx,swift_1000lb_gp_mk1_bombs | swift_1000lb_mc_mk1_bombs | swift_16x60lbs_rockets | swift_500lb_gp_mk4_bombs | swift_default,weaponPresets_bombguns_structural,yes,yes,
swift_f1,uk_1000lbs_mc_mk1,uk_1000lbs_mc_mk1,Great Britain,474.4,250-499 kg,227.7,0.45,,1.844,,,uk_1000lbs_mc_mk1.blkx,swift_1000lb_gp_mk1_bombs | swift_1000lb_mc_mk1_bombs | swift_16x60lbs_rockets | swift_500lb_gp_mk4_bombs | swift_default,weaponPresets_bombguns_structural,yes,yes,
swift_f1,uk_500lbs_43,uk_500lbs_43,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs_43.blkx,swift_1000lb_gp_mk1_bombs | swift_1000lb_mc_mk1_bombs | swift_16x60lbs_rockets | swift_500lb_gp_mk4_bombs | swift_default,weaponPresets_bombguns_structural,yes,yes,
tandem_mai,su_fab100,su_fab100,USSR,103.5,100-249 kg,36.02,0.28,,1.05,,,su_fab100.blkx,tandem_mai_2xfab100 | tandem_mai_2xfab50 | tandem_mai_default,weaponPresets_bombguns_structural,yes,yes,
tandem_mai,su_fab50,su_fab50,USSR,49.76,<100 kg,26.35,0.24,,0.95,,,su_fab50.blkx,tandem_mai_2xfab100 | tandem_mai_2xfab50 | tandem_mai_default,weaponPresets_bombguns_structural,yes,yes,
tb_3_m17_32,su_brab_220_1930_ap,su_brab_220_1930_ap,USSR,240.0,100-249 kg,38.2,0.278,,1.714,,,su_brab_220_1930_ap.blkx,tb_3_m17_32_12xbrab220 | tb_3_m17_32_12xfab250 | tb_3_m17_32_4xbrab500_4xbrab220 | tb_3_m17_32_4xfab500_4xfab250 | tb_3_m17_32_default,weaponPresets_bombguns_structural,yes,yes,
tb_3_m17_32,su_brab_500_1938_ap,su_brab_500_1938_ap,USSR,531.3,500-999 kg,105.1,0.388,,2.388,,,su_brab_500_1938_ap.blkx,tb_3_m17_32_12xbrab220 | tb_3_m17_32_12xfab250 | tb_3_m17_32_4xbrab500_4xbrab220 | tb_3_m17_32_4xfab500_4xfab250 | tb_3_m17_32_default,weaponPresets_bombguns_structural,yes,yes,
tb_3_m17_32,su_fab100,su_fab100,USSR,103.5,100-249 kg,36.02,0.28,,1.05,,,su_fab100.blkx,tb_3_m17_32_12xbrab220 | tb_3_m17_32_12xfab250 | tb_3_m17_32_4xbrab500_4xbrab220 | tb_3_m17_32_4xfab500_4xfab250 | tb_3_m17_32_default,weaponPresets_bombguns_structural,yes,yes,
tb_3_m17_32,su_fab250,su_fab250,USSR,252.2,250-499 kg,122.25,0.318,,2.163,,,su_fab250.blkx,tb_3_m17_32_12xbrab220 | tb_3_m17_32_12xfab250 | tb_3_m17_32_4xbrab500_4xbrab220 | tb_3_m17_32_4xfab500_4xfab250 | tb_3_m17_32_default,weaponPresets_bombguns_structural,yes,yes,
tb_3_m17_32,su_fab500,su_fab500,USSR,508.3,500-999 kg,325.0,0.45,,2.4,,,su_fab500.blkx,tb_3_m17_32_12xbrab220 | tb_3_m17_32_12xfab250 | tb_3_m17_32_4xbrab500_4xbrab220 | tb_3_m17_32_4xfab500_4xfab250 | tb_3_m17_32_default,weaponPresets_bombguns_structural,yes,yes,
tbd_1_1937,us_100lb_anm30,us_100lb_anm30,USA,49.9,<100 kg,24.5,0.207,,0.976,,,us_100lb_anm30.blkx,tbd_1_12x100lbs | tbd_1_2x500lbs_6x100lbs | tbd_1_mk13_torpedo | tbd_1_mk13_torpedo_weak,weaponPresets_bombguns_structural,yes,yes,
tbd_1_1937,us_500lb_anm64a1,us_500lb_anm64a1,USA,242.6,100-249 kg,124.28,0.36,,1.503,,,us_500lb_anm64a1.blkx,tbd_1_12x100lbs | tbd_1_2x500lbs_6x100lbs | tbd_1_mk13_torpedo | tbd_1_mk13_torpedo_weak,weaponPresets_bombguns_structural,yes,yes,
tempest_mk2,uk_1000lbs_mc_mk1,uk_1000lbs_mc_mk1,Great Britain,474.4,250-499 kg,227.7,0.45,,1.844,,,uk_1000lbs_mc_mk1.blkx,rockets | tempest_mk2_default | tempest_mkv_1000lbs_bombs | tempest_mkv_250lbs_bombs | tempest_mkv_250lbs_mc_bombs | tempest_mkv_500_sap_bombs | tempest_mkv_500lbs_mc_bombs | tempest_mkv_anm65_bombs | tempest_mkv_bombs,weaponPresets_bombguns_structural,yes,yes,
tempest_mk2,uk_250lbs,uk_250lbs,Great Britain,104.3,100-249 kg,30.7,0.259,,1.422,,,uk_250lbs.blkx,rockets | tempest_mk2_default | tempest_mkv_1000lbs_bombs | tempest_mkv_250lbs_bombs | tempest_mkv_250lbs_mc_bombs | tempest_mkv_500_sap_bombs | tempest_mkv_500lbs_mc_bombs | tempest_mkv_anm65_bombs | tempest_mkv_bombs,weaponPresets_bombguns_structural,yes,yes,
tempest_mk2,uk_250lbs_mc_mk1_mk2_bomb,uk_250lbs_mc_mk1_mk2_bomb,Great Britain,102.0,100-249 kg,51.0,0.254,,1.41,,,uk_250lbs_mc_mk1_mk2_bomb.blkx,rockets | tempest_mk2_default | tempest_mkv_1000lbs_bombs | tempest_mkv_250lbs_bombs | tempest_mkv_250lbs_mc_bombs | tempest_mkv_500_sap_bombs | tempest_mkv_500lbs_mc_bombs | tempest_mkv_anm65_bombs | tempest_mkv_bombs,weaponPresets_bombguns_structural,yes,yes,
tempest_mk2,uk_500lb_mc_mk1_mk4_long_tail_bomb,uk_500lb_mc_mk1_mk4_long_tail_bomb,Great Britain,231.7,100-249 kg,100.7,0.327,,1.793,,,uk_500lb_mc_mk1_mk4_long_tail_bomb.blkx,rockets | tempest_mk2_default | tempest_mkv_1000lbs_bombs | tempest_mkv_250lbs_bombs | tempest_mkv_250lbs_mc_bombs | tempest_mkv_500_sap_bombs | tempest_mkv_500lbs_mc_bombs | tempest_mkv_anm65_bombs | tempest_mkv_bombs,weaponPresets_bombguns_structural,yes,yes,
tempest_mk2,uk_500lb_sap_mkii_ap,uk_500lb_sap_mkii_ap,Great Britain,222.3,100-249 kg,40.01,0.292,,1.575,,,uk_500lb_sap_mkii_ap.blkx,rockets | tempest_mk2_default | tempest_mkv_1000lbs_bombs | tempest_mkv_250lbs_bombs | tempest_mkv_250lbs_mc_bombs | tempest_mkv_500_sap_bombs | tempest_mkv_500lbs_mc_bombs | tempest_mkv_anm65_bombs | tempest_mkv_bombs,weaponPresets_bombguns_structural,yes,yes,
tempest_mk2,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,rockets | tempest_mk2_default | tempest_mkv_1000lbs_bombs | tempest_mkv_250lbs_bombs | tempest_mkv_250lbs_mc_bombs | tempest_mkv_500_sap_bombs | tempest_mkv_500lbs_mc_bombs | tempest_mkv_anm65_bombs | tempest_mkv_bombs,weaponPresets_bombguns_structural,yes,yes,
tempest_mk2,us_1000lb_anm65a1,us_1000lb_anm65a1,USA,500.76,500-999 kg,269.9,0.477,,1.765,,,us_1000lb_anm65a1.blkx,rockets | tempest_mk2_default | tempest_mkv_1000lbs_bombs | tempest_mkv_250lbs_bombs | tempest_mkv_250lbs_mc_bombs | tempest_mkv_500_sap_bombs | tempest_mkv_500lbs_mc_bombs | tempest_mkv_anm65_bombs | tempest_mkv_bombs,weaponPresets_bombguns_structural,yes,yes,
tempest_mkv,uk_1000lbs_mc_mk1,uk_1000lbs_mc_mk1,Great Britain,474.4,250-499 kg,227.7,0.45,,1.844,,,uk_1000lbs_mc_mk1.blkx,rockets | tempest_mkv_1000lbs_bombs | tempest_mkv_250lbs_bombs | tempest_mkv_500_sap_bombs | tempest_mkv_bombs | tempest_mkv_default,weaponPresets_bombguns_structural,yes,yes,
tempest_mkv,uk_250lbs,uk_250lbs,Great Britain,104.3,100-249 kg,30.7,0.259,,1.422,,,uk_250lbs.blkx,rockets | tempest_mkv_1000lbs_bombs | tempest_mkv_250lbs_bombs | tempest_mkv_500_sap_bombs | tempest_mkv_bombs | tempest_mkv_default,weaponPresets_bombguns_structural,yes,yes,
tempest_mkv,uk_500lb_sap_mkii_ap,uk_500lb_sap_mkii_ap,Great Britain,222.3,100-249 kg,40.01,0.292,,1.575,,,uk_500lb_sap_mkii_ap.blkx,rockets | tempest_mkv_1000lbs_bombs | tempest_mkv_250lbs_bombs | tempest_mkv_500_sap_bombs | tempest_mkv_bombs | tempest_mkv_default,weaponPresets_bombguns_structural,yes,yes,
tempest_mkv,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,rockets | tempest_mkv_1000lbs_bombs | tempest_mkv_250lbs_bombs | tempest_mkv_500_sap_bombs | tempest_mkv_bombs | tempest_mkv_default,weaponPresets_bombguns_structural,yes,yes,
tis_ma,su_fab100,su_fab100,USSR,103.5,100-249 kg,36.02,0.28,,1.05,,,su_fab100.blkx,tis_ma_2xfab100 | tis_ma_2xfab250 | tis_ma_2xfab500 | tis_ma_8xro132 | tis_ma_8xro132_rbs | tis_ma_default,weaponPresets_bombguns_structural,yes,yes,
tis_ma,su_fab250,su_fab250,USSR,252.2,250-499 kg,122.25,0.318,,2.163,,,su_fab250.blkx,tis_ma_2xfab100 | tis_ma_2xfab250 | tis_ma_2xfab500 | tis_ma_8xro132 | tis_ma_8xro132_rbs | tis_ma_default,weaponPresets_bombguns_structural,yes,yes,
tis_ma,su_fab500,su_fab500,USSR,508.3,500-999 kg,325.0,0.45,,2.4,,,su_fab500.blkx,tis_ma_2xfab100 | tis_ma_2xfab250 | tis_ma_2xfab500 | tis_ma_8xro132 | tis_ma_8xro132_rbs | tis_ma_default,weaponPresets_bombguns_structural,yes,yes,
tu_14t,su_fab50,su_fab50,USSR,49.76,<100 kg,26.35,0.24,,0.95,,,su_fab50.blkx,tu_14t_default | tu_14t_fab100 | tu_14t_fab1000 | tu_14t_fab1500 | tu_14t_fab250 | tu_14t_fab3000 | tu_14t_fab50 | tu_14t_fab500 | tu_14t_torpedo | tu_14t_torpedo_45_54vt,weaponPresets_bombguns_structural,yes,yes,
tu_14t,su_fab_1000m_43,su_fab_1000m_43,USSR,1077.0,1000+ kg,676.46,0.502,,3.519,,,su_fab_1000m_43.blkx,tu_14t_default | tu_14t_fab100 | tu_14t_fab1000 | tu_14t_fab1500 | tu_14t_fab250 | tu_14t_fab3000 | tu_14t_fab50 | tu_14t_fab500 | tu_14t_torpedo | tu_14t_torpedo_45_54vt,weaponPresets_bombguns_structural,yes,yes,
tu_14t,su_fab_100m_43,su_fab_100m_43,USSR,103.5,100-249 kg,49.93,0.273,,1.033,,,su_fab_100m_43.blkx,tu_14t_default | tu_14t_fab100 | tu_14t_fab1000 | tu_14t_fab1500 | tu_14t_fab250 | tu_14t_fab3000 | tu_14t_fab50 | tu_14t_fab500 | tu_14t_torpedo | tu_14t_torpedo_45_54vt,weaponPresets_bombguns_structural,yes,yes,
tu_14t,su_fab_1500m_46,su_fab_1500m_46,USSR,1400.0,1000+ kg,675.0,0.63,,2.844,,,su_fab_1500m_46.blkx,tu_14t_default | tu_14t_fab100 | tu_14t_fab1000 | tu_14t_fab1500 | tu_14t_fab250 | tu_14t_fab3000 | tu_14t_fab50 | tu_14t_fab500 | tu_14t_torpedo | tu_14t_torpedo_45_54vt,weaponPresets_bombguns_structural,yes,yes,
tu_14t,su_fab_250m_46,su_fab_250m_46,USSR,252.2,250-499 kg,122.25,0.32,,1.766,,,su_fab_250m_46.blkx,tu_14t_default | tu_14t_fab100 | tu_14t_fab1000 | tu_14t_fab1500 | tu_14t_fab250 | tu_14t_fab3000 | tu_14t_fab50 | tu_14t_fab500 | tu_14t_torpedo | tu_14t_torpedo_45_54vt,weaponPresets_bombguns_structural,yes,yes,
